id,deskripsi
267,"Berdekatan dengan hari besar:
- Lunar New Year (22-01-2023)

Terjadi peristiwa:
- Menurut media kabarbisnis.com, pada 30 Jan 2023, Minyakita langka, KPPU akan panggil kementerian terkait
- Menurut media SurabayaPost, pada 30 Jan 2023, Luar Biasa!!! Baru Pertamakali Tanding, Atlet FORKI Kota Malang Sabet Belasan Medali di Ajang AKF Open Piala SOEGIJAT BABA CUP
- Menurut media katalogika.com, pada 25 Jan 2023, Tol Akses Pelabuhan Patimban Mulai, Pak Basuki: Target September 2024"
268,Tidak ditemukan peristiwa dalam periode tersebut.
269,Tidak ditemukan peristiwa dalam periode tersebut.
270,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (18-02-2023)

Terjadi peristiwa:
- Menurut media detikcom, pada 25 Feb 2023, Antisipasi Cuaca Ekstrem, Basarnas Surabaya Tingkatkan Kewaspadaan
- Menurut media Kompas.com, pada 20 Feb 2023, Terdampak Cuaca Ekstrem, Kapal Tongkang Hilang di Perairan Masalembu Sumenep
- Menurut media beritajatim.com, pada 27 Feb 2023, Hasil Panen Padi di Sampang Kurang Maksimal"
271,Tidak ditemukan peristiwa dalam periode tersebut.
272,Tidak ditemukan peristiwa dalam periode tersebut.
273,"Berdekatan dengan hari besar:
- Day of Silence (22-03-2023)"
274,Tidak ditemukan peristiwa dalam periode tersebut.
275,Tidak ditemukan peristiwa dalam periode tersebut.
276,"Terjadi peristiwa:
- Menurut media Kompasiana.com, pada 11 Sep 2023, El Nino yang Mengancam Petani Gagal Panen"
277,Tidak ditemukan peristiwa dalam periode tersebut.
278,Tidak ditemukan peristiwa dalam periode tersebut.
279,"Berdekatan dengan hari besar:
- Prophet's Birthday (28-09-2023)

Terjadi peristiwa:
- Menurut media JATIM SATU NEWS, pada 22 Sep 2023, Biopori, Upaya Tingkatkan Bahan Organik Tanah dan Atasi Kekeringan pada Kebun Kopi
- Menurut media jatimnow.com, pada 22 Sep 2023, Sabar Cah, Hujan di Kota Kediri Diperkirakan Mundur"
280,"Berdekatan dengan hari besar:
- Prophet's Birthday (28-09-2023)"
281,"Berdekatan dengan hari besar:
- Prophet's Birthday (28-09-2023)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 30 Sep 2023, Ramalan Cuaca BMKG Hari Ini 30 September, Semarang-Surabaya Cerah, Suhu Udara Capai 35 Derajat"
282,"Berdekatan dengan hari besar:
- Prophet's Birthday (28-09-2023)"
283,Tidak ditemukan peristiwa dalam periode tersebut.
284,Tidak ditemukan peristiwa dalam periode tersebut.
285,Tidak ditemukan peristiwa dalam periode tersebut.
286,Tidak ditemukan peristiwa dalam periode tersebut.
287,"Terjadi peristiwa:
- Menurut media beritajatim.com, pada 27 Feb 2023, Hasil Panen Padi di Sampang Kurang Maksimal"
288,"Terjadi peristiwa:
- Menurut media Jawa Pos, pada 06 Mar 2023, Prakiraan Cuaca Surabaya Raya Hari Ini 6 Maret
- Menurut media Kompas.com, pada 06 Mar 2023, Petani Cabai Ungkap Ada Gagal Panen akibat Cuaca Ekstrem
- Menurut media detikFinance, pada 06 Mar 2023, Tenang Bun, Petani Jamin Stok Cabai buat Bulan Puasa Cukup"
289,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2023)"
290,"Berdekatan dengan hari besar:
- Ascension Day (18-05-2023)"
291,Tidak ditemukan peristiwa dalam periode tersebut.
292,Tidak ditemukan peristiwa dalam periode tersebut.
293,Tidak ditemukan peristiwa dalam periode tersebut.
294,Tidak ditemukan peristiwa dalam periode tersebut.
295,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2023)"
296,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)

Terjadi peristiwa:
- Menurut media Radar Mojokerto, pada 09 Feb 2024, Harga Jual Bawang Merah Melonjak di Pasaran, Dipengaruhi Faktor Cuaca yang Tak Menentu"
297,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)"
298,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)"
299,"Berdekatan dengan hari besar:
- General Election Day (14-02-2024)

Terjadi peristiwa:
- Menurut media Tempo.co, pada 23 Feb 2024, Kelebihan 5 Beras Analog, Sumber Karbohidrat Alternatif saat Harga Beras Naik"
300,"Terjadi peristiwa:
- Menurut media Universitas Muhammadiyah Surabaya, pada 27 Feb 2024, Harga Beras Naik Terus, Pakar Ekonomi UM Surabaya Beri Tanggapan Ini
- Menurut media BBC, pada 28 Feb 2024, Cuaca: Petir dan angin puting beliung di Jawa Barat, banjir di Jawa Tengah dan Lampung – Mengapa cuaca ekstrem terjadi dan sampai kapan?
- Menurut media Republik Jatim, pada 27 Feb 2024, Antisipasi Cuaca Ekstrim, Pemkab Sidoarjo Siagakan Layanan Call Center 112 Selama 24 Jam
- Menurut media Radar Nganjuk, pada 01 Mar 2024, Waspada! Cuaca Ekstrem Masih Terjadi di Kabupaten Nganjuk.
- Menurut media Kompas.com, pada 01 Mar 2024, Cuaca Ekstrem Masih Akan Berlangsung sampai 8 Maret 2024, Ini Daftar Wilayahnya
- Menurut media RRI.co.id, pada 26 Feb 2024, Harga Sayur Mayur di Pasar Tradisional di Kota Solo Melambung"
301,"Berdekatan dengan hari besar:
- Day of Silence (11-03-2024)

Terjadi peristiwa:
- Menurut media GoodStats, pada 07 Mar 2024, Cek Harga Terkini Beras Maret 2024, Tertinggi di Provinsi Mana Saja?
- Menurut media Liputan6.com, pada 04 Mar 2024, Mengetahui El Nino, Fenomena Alam yang Jadi Salah Satu Penyebab Melonjaknya Harga Pangan Indonesia
- Menurut media Kompas.com, pada 05 Mar 2024, Ada Pemotongan Pohon di Hutan Tleseh, Arus Lalu Lintas Jalan Yogyakarta-Wonosari Sempat Buka Tutup
- Menurut media Jember Network, pada 06 Mar 2024, Kebutuhan Pokok di Pasaran Makin Meroket Naik Menjelang Ramadhan 2024, Harga Beras Makin Melambung"
302,"Berdekatan dengan hari besar:
- Day of Silence (11-03-2024)

Terjadi peristiwa:
- Menurut media blitarkota.go.id, pada 13 Mar 2024, WASPADA ANGIN KENCANG! SEJUMLAH POHON TUMBANG, TIDAK ADA KORBAN JIWA
- Menurut media Kompas.tv, pada 13 Mar 2024, Waspada! Angin Kencang dan Cuaca Ekstrem Melanda Malang Raya
- Menurut media ANTARA News Banten, pada 14 Mar 2024, Ini yang mengakibatkan hujan turun awet
- Menurut media Selingkar Wilis, pada 14 Mar 2024, Update Harga Jagung Kering di Jawa Timur Pekan Pertama Puasa 2024
- Menurut media Selingkar Wilis, pada 13 Mar 2024, Harga Jagung Tingkat Petani Mulai Turun, Menukik Ekstrim di Bawah HAP"
303,"Berdekatan dengan hari besar:
- Day of Silence (11-03-2024)
- Good Friday (29-03-2024)

Terjadi peristiwa:
- Menurut media ANTARA News, pada 22 Mar 2024, Laut menghangat, waspadai potensi cuaca ekstrem dan badai
- Menurut media KoranDiva, pada 19 Mar 2024, Gas LPG Langka, Ibu Rumah Tangga di Todanan Kelabakan"
304,"Berdekatan dengan hari besar:
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 25 Mar 2024, Penghasilan Menurun, Nelayan Tidak Melaut Akibat Cuaca Buruk"
305,"Berdekatan dengan hari besar:
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media kejati-jatim.go.id, pada 04 Apr 2024, Berbagi Itu Indah Sebagai Wujud Empaty Kepada Korban Bencana Alam di Pulau Bawean"
306,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)"
307,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)"
308,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media BBC, pada 16 Apr 2024, Bencana alam: Tanah longsor di Tana Toraja menewaskan 20 warga, bagaimana cara antisipasi tanah longsor?
- Menurut media Suara Surabaya, pada 19 Apr 2024, BMKG: Sebagian Besar Wilayah Indonesia Berstatus Waspada Cuaca Ekstrem Bahkan Hujan Es
- Menurut media Suara Merdeka Pantura, pada 18 Apr 2024, BPBD Pemalang Siapkan Tim Hadapi Cuaca Ekstrem"
309,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2023)
- New Year's Day (01-01-2024)

Terjadi peristiwa:
- Menurut media beritajatim.com, pada 02 Jan 2024, 221 Bencana Terjadi di Magetan Selama 2023, Mayoritas Pohon Tumbang"
310,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2024)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 08 Jan 2024, BMKG: Waspada Gelombang Tinggi di 26 Wilayah Perairan Indonesia 8-9 Januari 2024
- Menurut media RRI.co.id, pada 19 Jan 2024, BMKG Waspadai Potensi Cuaca Ekstrim Pada Puncak Musim Hujan
- Menurut media Jatimtimes, pada 17 Jan 2024, Studi Lapang Mahasiswa Unisba Blitar, Menapaki Jejak Produksi Benih di PT Benih Citra Asia
- Menurut media Jatim Network, pada 09 Jan 2024, PVMBG Tetap Rekomendasikan Masyarakat Tidak Dekati Kawah Gunung Lamongan di Lumajang, Meski Berstatus Normal
- Menurut media Jember Network, pada 10 Jan 2024, Piknik Seru di Jember Mini Zoo, Wisata Edukasi Bermain Bersama Satwa, Cek Lokasi dan Harga Tiketnya"
311,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)
- Day of Silence (11-03-2024)
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media GoodStats, pada 07 Mar 2024, Cek Harga Terkini Beras Maret 2024, Tertinggi di Provinsi Mana Saja?
- Menurut media Universitas Muhammadiyah Surabaya, pada 27 Feb 2024, Harga Beras Naik Terus, Pakar Ekonomi UM Surabaya Beri Tanggapan Ini
- Menurut media blitarkota.go.id, pada 13 Mar 2024, WASPADA ANGIN KENCANG! SEJUMLAH POHON TUMBANG, TIDAK ADA KORBAN JIWA
- Menurut media Kompas.tv, pada 13 Mar 2024, Waspada! Angin Kencang dan Cuaca Ekstrem Melanda Malang Raya
- Menurut media kejati-jatim.go.id, pada 04 Apr 2024, Berbagi Itu Indah Sebagai Wujud Empaty Kepada Korban Bencana Alam di Pulau Bawean
- Menurut media BBC, pada 28 Feb 2024, Cuaca: Petir dan angin puting beliung di Jawa Barat, banjir di Jawa Tengah dan Lampung – Mengapa cuaca ekstrem terjadi dan sampai kapan?
- Menurut media Republik Jatim, pada 27 Feb 2024, Antisipasi Cuaca Ekstrim, Pemkab Sidoarjo Siagakan Layanan Call Center 112 Selama 24 Jam
- Menurut media ANTARA News, pada 22 Mar 2024, Laut menghangat, waspadai potensi cuaca ekstrem dan badai
- Menurut media Liputan6.com, pada 04 Mar 2024, Mengetahui El Nino, Fenomena Alam yang Jadi Salah Satu Penyebab Melonjaknya Harga Pangan Indonesia
- Menurut media Radar Nganjuk, pada 01 Mar 2024, Waspada! Cuaca Ekstrem Masih Terjadi di Kabupaten Nganjuk.
- Menurut media Kompas.com, pada 01 Mar 2024, Cuaca Ekstrem Masih Akan Berlangsung sampai 8 Maret 2024, Ini Daftar Wilayahnya
- Menurut media Jember Network, pada 06 Mar 2024, Kebutuhan Pokok di Pasaran Makin Meroket Naik Menjelang Ramadhan 2024, Harga Beras Makin Melambung
- Menurut media Selingkar Wilis, pada 14 Mar 2024, Update Harga Jagung Kering di Jawa Timur Pekan Pertama Puasa 2024
- Menurut media Selingkar Wilis, pada 13 Mar 2024, Harga Jagung Tingkat Petani Mulai Turun, Menukik Ekstrim di Bawah HAP"
312,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)
- International Labor Day (01-05-2024)
- Ascension Day (09-05-2024)
- Vesak Day (23-05-2024)
- Pancasila Day (01-06-2024)
- Eid al-Adha (17-06-2024)

Terjadi peristiwa:
- Menurut media pertanian.go.id, pada 14 May 2024, Mentan Minta Pulau Madura Jadi Kekuatan Swasembada dan Lumbung Pangan Dunia
- Menurut media BBC, pada 16 Apr 2024, Bencana alam: Tanah longsor di Tana Toraja menewaskan 20 warga, bagaimana cara antisipasi tanah longsor?
- Menurut media Suara Surabaya, pada 19 Apr 2024, BMKG: Sebagian Besar Wilayah Indonesia Berstatus Waspada Cuaca Ekstrem Bahkan Hujan Es
- Menurut media Kompas.tv, pada 21 May 2024, Peringatan Dini, Berikut Daftar Wilayah Berpotensi Alami Cuaca Ekstrem Rabu 22 Mei 2024
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 25 May 2024, Next Level Pertanian Mandiri di Kabupaten Ngawi
- Menurut media Suara Merdeka Pantura, pada 18 Apr 2024, BPBD Pemalang Siapkan Tim Hadapi Cuaca Ekstrem
- Menurut media RRI.co.id, pada 18 May 2024, Cuaca Ekstrim,Harga Kangkung di Pasar Sukaramai Naik
- Menurut media pertanian.go.id, pada 25 Apr 2024, Bantuan Terus Mengalir, Kementan Konsisten Bantu Petani
- Menurut media Memorandum.co.id, pada 12 May 2024, PG Kebonagung Kembangkan Varietas Tebu Tahan Cuaca Ekstrem
- Menurut media RRI.co.id, pada 11 May 2024, Harga Bahan Pangan Meningkat Krisis Pangan Mulai Terasa
- Menurut media RRI.co.id, pada 19 May 2024, Cuaca Buruk Harga Ikan di Pasar Tual Meroket"
313,"Berdekatan dengan hari besar:
- Eid al-Adha (17-06-2024)"
314,"Berdekatan dengan hari besar:
- Eid al-Adha (17-06-2024)

Terjadi peristiwa:
- Menurut media Radar Surabaya Bisnis, pada 17 Jun 2024, Puluhan Ribu Hektare Lahan Padi di Jatim Kekeringan, Ini Upaya Mengatasinya"
315,"Berdekatan dengan hari besar:
- Eid al-Adha (17-06-2024)"
316,"Berdekatan dengan hari besar:
- Eid al-Adha (17-06-2024)
- Islamic New Year (07-07-2024)

Terjadi peristiwa:
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 04 Jul 2024, Daniel Rohi Soroti Maraknya Alih Fungsi Lahan Produktif Pertanian di Kota Malang
- Menurut media Tabloid Sinar Tani, pada 05 Jul 2024, Singkong, Potensi yang Dipinggirkan
- Menurut media RRI.co.id, pada 26 Jun 2024, Perubahan Iklim Cuaca Ekstrim Berdampak Pada Tanaman Petani
- Menurut media beritajatim.com, pada 29 Jun 2024, Ombak Besar, Harga Ikan di Pasar Kradenan Tuban Naik Drastis"
317,"Terjadi peristiwa:
- Menurut media BBC, pada 25 Jul 2024, Bencana alam: Banjir di Halmahera Tengah, murni akibat cuaca atau aktivitas pertambangan nikel?"
318,Tidak ditemukan peristiwa dalam periode tersebut.
319,Tidak ditemukan peristiwa dalam periode tersebut.
320,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
321,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)

Terjadi peristiwa:
- Menurut media KabarBursa.com, pada 20 Aug 2024, Produksi Beras Terancam Anjlok Efek Kemarau Ekstrim"
322,"Berdekatan dengan hari besar:
- Prophet's Birthday (16-09-2024)

Terjadi peristiwa:
- Menurut media Website | Kabupaten Sumenep, pada 12 Sep 2024, Perjuangan Pengawas Sekolah Bertugas di Daerah 3T Dapat Satyalancana Karya Satya"
323,"Berdekatan dengan hari besar:
- Prophet's Birthday (16-09-2024)"
324,"Berdekatan dengan hari besar:
- Prophet's Birthday (16-09-2024)"
325,Tidak ditemukan peristiwa dalam periode tersebut.
326,Tidak ditemukan peristiwa dalam periode tersebut.
327,Tidak ditemukan peristiwa dalam periode tersebut.
328,Tidak ditemukan peristiwa dalam periode tersebut.
329,Tidak ditemukan peristiwa dalam periode tersebut.
330,Tidak ditemukan peristiwa dalam periode tersebut.
331,"Terjadi peristiwa:
- Menurut media Radar Situbondo, pada 04 Nov 2024, Cuaca Ekstrem di Selat Madura Kapal Tradisional Rute Kalbut Situbondo ke Sumenep Karam
- Menurut media SuaraBaru.id, pada 04 Nov 2024, Longsor dan Pohon Tumbang di 25 Desa di Kebumen akibat Cuaca Ekstrim"
332,Tidak ditemukan peristiwa dalam periode tersebut.
333,Tidak ditemukan peristiwa dalam periode tersebut.
334,"Terjadi peristiwa:
- Menurut media Eranasional.com, pada 14 Nov 2024, BMKG Keluarkan Peringatan Cuaca Buruk di 23 Wilayah pada 15 dan 16 November"
335,Tidak ditemukan peristiwa dalam periode tersebut.
336,Tidak ditemukan peristiwa dalam periode tersebut.
337,"Berdekatan dengan hari besar:
- Local Election Day (27-11-2024)"
338,"Berdekatan dengan hari besar:
- Local Election Day (27-11-2024)

Terjadi peristiwa:
- Menurut media HARIAN DISWAY, pada 24 Nov 2024, Tiga Faktor Ini Picu Cuaca Ekstrem Saat Nataru 2024/2025"
339,"Berdekatan dengan hari besar:
- Local Election Day (27-11-2024)"
340,"Berdekatan dengan hari besar:
- Local Election Day (27-11-2024)"
341,"Terjadi peristiwa:
- Menurut media BBC, pada 10 Dec 2024, Hujan dengan intensitas tinggi bahkan ekstrem berpotensi terjadi hingga akhir Desember, apa dampaknya di berbagai wilayah Indonesia?"
342,Tidak ditemukan peristiwa dalam periode tersebut.
343,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2024)

Terjadi peristiwa:
- Menurut media Bisnis.com, pada 22 Dec 2024, RI Diterpa La Nina hingga April 2025, Pemerintah Diminta Jaga Pasokan Pangan"
344,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2024)
- New Year's Day (01-01-2025)

Terjadi peristiwa:
- Menurut media CNN Indonesia, pada 30 Dec 2024, BMKG Prediksi Cuaca Ekstrem Tak Terjadi Saat Pergantian Tahun
- Menurut media Nusa Daily, pada 31 Dec 2024, BMKG Surabaya Sebut Cuaca Ekstrem Berpotensi Landa Jatim saat Malam Pergantian Tahun
- Menurut media Antara News jatim, pada 29 Dec 2024, Belasan kapal layani lonjakan penumpang di Pelabuhan Tanjung Perak"
345,Tidak ditemukan peristiwa dalam periode tersebut.
346,"Terjadi peristiwa:
- Menurut media Jatimtimes, pada 17 Jan 2024, Studi Lapang Mahasiswa Unisba Blitar, Menapaki Jejak Produksi Benih di PT Benih Citra Asia"
347,"Terjadi peristiwa:
- Menurut media Espos.id, pada 26 Jan 2024, Cuaca Ekstrem, Jalur Pendakian Gunung Lawu via Cemorosewu Magetan Masih Ditutup"
348,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)
- Day of Silence (11-03-2024)
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media GoodStats, pada 07 Mar 2024, Cek Harga Terkini Beras Maret 2024, Tertinggi di Provinsi Mana Saja?
- Menurut media Universitas Muhammadiyah Surabaya, pada 27 Feb 2024, Harga Beras Naik Terus, Pakar Ekonomi UM Surabaya Beri Tanggapan Ini
- Menurut media blitarkota.go.id, pada 13 Mar 2024, WASPADA ANGIN KENCANG! SEJUMLAH POHON TUMBANG, TIDAK ADA KORBAN JIWA
- Menurut media Kompas.tv, pada 13 Mar 2024, Waspada! Angin Kencang dan Cuaca Ekstrem Melanda Malang Raya
- Menurut media kejati-jatim.go.id, pada 04 Apr 2024, Berbagi Itu Indah Sebagai Wujud Empaty Kepada Korban Bencana Alam di Pulau Bawean
- Menurut media BBC, pada 28 Feb 2024, Cuaca: Petir dan angin puting beliung di Jawa Barat, banjir di Jawa Tengah dan Lampung – Mengapa cuaca ekstrem terjadi dan sampai kapan?
- Menurut media Republik Jatim, pada 27 Feb 2024, Antisipasi Cuaca Ekstrim, Pemkab Sidoarjo Siagakan Layanan Call Center 112 Selama 24 Jam
- Menurut media ANTARA News, pada 22 Mar 2024, Laut menghangat, waspadai potensi cuaca ekstrem dan badai
- Menurut media Liputan6.com, pada 04 Mar 2024, Mengetahui El Nino, Fenomena Alam yang Jadi Salah Satu Penyebab Melonjaknya Harga Pangan Indonesia
- Menurut media Radar Nganjuk, pada 01 Mar 2024, Waspada! Cuaca Ekstrem Masih Terjadi di Kabupaten Nganjuk.
- Menurut media Jember Network, pada 06 Mar 2024, Kebutuhan Pokok di Pasaran Makin Meroket Naik Menjelang Ramadhan 2024, Harga Beras Makin Melambung
- Menurut media Selingkar Wilis, pada 14 Mar 2024, Update Harga Jagung Kering di Jawa Timur Pekan Pertama Puasa 2024
- Menurut media Selingkar Wilis, pada 13 Mar 2024, Harga Jagung Tingkat Petani Mulai Turun, Menukik Ekstrim di Bawah HAP"
349,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media BBC, pada 16 Apr 2024, Bencana alam: Tanah longsor di Tana Toraja menewaskan 20 warga, bagaimana cara antisipasi tanah longsor?"
350,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2024)

Terjadi peristiwa:
- Menurut media pertanian.go.id, pada 25 Apr 2024, Bantuan Terus Mengalir, Kementan Konsisten Bantu Petani
- Menurut media republika.co.id, pada 22 Apr 2024, Harga Bawang Merah Super di Majalengka Tembus Rp 80 Ribu Per Kilogram"
351,"Berdekatan dengan hari besar:
- Ascension Day (09-05-2024)

Terjadi peristiwa:
- Menurut media Kabar Sulsel Indonesia.Com, pada 10 May 2024, Kabag EKSDA MBD Akui Sering Terjadi Kelangkaan BBM Pasca Cuaca Ekstrim"
352,"Berdekatan dengan hari besar:
- Ascension Day (09-05-2024)

Terjadi peristiwa:
- Menurut media Memorandum.co.id, pada 12 May 2024, PG Kebonagung Kembangkan Varietas Tebu Tahan Cuaca Ekstrem"
353,"Berdekatan dengan hari besar:
- Islamic New Year (07-07-2024)"
354,Tidak ditemukan peristiwa dalam periode tersebut.
355,Tidak ditemukan peristiwa dalam periode tersebut.
356,Tidak ditemukan peristiwa dalam periode tersebut.
357,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)

Terjadi peristiwa:
- Menurut media Kompasiana.com, pada 09 Aug 2024, Harga Meningkat Ekonomi Kuat: Komoditas Kopi Menjadi Potensi Desa Garahan Kecamatan Silo Kabupaten Jember"
358,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
359,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
360,Tidak ditemukan peristiwa dalam periode tersebut.
361,Tidak ditemukan peristiwa dalam periode tersebut.
362,Tidak ditemukan peristiwa dalam periode tersebut.
363,Tidak ditemukan peristiwa dalam periode tersebut.
364,Tidak ditemukan peristiwa dalam periode tersebut.
365,"Berdekatan dengan hari besar:
- Prophet's Birthday (16-09-2024)"
366,"Berdekatan dengan hari besar:
- Prophet's Birthday (16-09-2024)"
367,Tidak ditemukan peristiwa dalam periode tersebut.
368,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)"
369,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)"
370,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)"
371,"Berdekatan dengan hari besar:
- General Election Day (14-02-2024)

Terjadi peristiwa:
- Menurut media Tempo.co, pada 23 Feb 2024, Kelebihan 5 Beras Analog, Sumber Karbohidrat Alternatif saat Harga Beras Naik"
372,"Terjadi peristiwa:
- Menurut media Universitas Muhammadiyah Surabaya, pada 27 Feb 2024, Harga Beras Naik Terus, Pakar Ekonomi UM Surabaya Beri Tanggapan Ini
- Menurut media BBC, pada 28 Feb 2024, Cuaca: Petir dan angin puting beliung di Jawa Barat, banjir di Jawa Tengah dan Lampung – Mengapa cuaca ekstrem terjadi dan sampai kapan?
- Menurut media Republik Jatim, pada 27 Feb 2024, Antisipasi Cuaca Ekstrim, Pemkab Sidoarjo Siagakan Layanan Call Center 112 Selama 24 Jam
- Menurut media Radar Nganjuk, pada 01 Mar 2024, Waspada! Cuaca Ekstrem Masih Terjadi di Kabupaten Nganjuk.
- Menurut media Kompas.com, pada 01 Mar 2024, Cuaca Ekstrem Masih Akan Berlangsung sampai 8 Maret 2024, Ini Daftar Wilayahnya
- Menurut media RRI.co.id, pada 26 Feb 2024, Harga Sayur Mayur di Pasar Tradisional di Kota Solo Melambung"
373,"Berdekatan dengan hari besar:
- Day of Silence (11-03-2024)

Terjadi peristiwa:
- Menurut media GoodStats, pada 07 Mar 2024, Cek Harga Terkini Beras Maret 2024, Tertinggi di Provinsi Mana Saja?
- Menurut media Liputan6.com, pada 04 Mar 2024, Mengetahui El Nino, Fenomena Alam yang Jadi Salah Satu Penyebab Melonjaknya Harga Pangan Indonesia
- Menurut media Kompas.com, pada 05 Mar 2024, Ada Pemotongan Pohon di Hutan Tleseh, Arus Lalu Lintas Jalan Yogyakarta-Wonosari Sempat Buka Tutup
- Menurut media Jember Network, pada 06 Mar 2024, Kebutuhan Pokok di Pasaran Makin Meroket Naik Menjelang Ramadhan 2024, Harga Beras Makin Melambung"
374,"Berdekatan dengan hari besar:
- Day of Silence (11-03-2024)

Terjadi peristiwa:
- Menurut media blitarkota.go.id, pada 13 Mar 2024, WASPADA ANGIN KENCANG! SEJUMLAH POHON TUMBANG, TIDAK ADA KORBAN JIWA
- Menurut media Kompas.tv, pada 13 Mar 2024, Waspada! Angin Kencang dan Cuaca Ekstrem Melanda Malang Raya
- Menurut media ANTARA News Banten, pada 14 Mar 2024, Ini yang mengakibatkan hujan turun awet
- Menurut media Selingkar Wilis, pada 14 Mar 2024, Update Harga Jagung Kering di Jawa Timur Pekan Pertama Puasa 2024
- Menurut media Selingkar Wilis, pada 13 Mar 2024, Harga Jagung Tingkat Petani Mulai Turun, Menukik Ekstrim di Bawah HAP"
375,"Berdekatan dengan hari besar:
- Day of Silence (11-03-2024)
- Good Friday (29-03-2024)

Terjadi peristiwa:
- Menurut media ANTARA News, pada 22 Mar 2024, Laut menghangat, waspadai potensi cuaca ekstrem dan badai
- Menurut media KoranDiva, pada 19 Mar 2024, Gas LPG Langka, Ibu Rumah Tangga di Todanan Kelabakan"
376,"Berdekatan dengan hari besar:
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 25 Mar 2024, Penghasilan Menurun, Nelayan Tidak Melaut Akibat Cuaca Buruk"
377,"Berdekatan dengan hari besar:
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media kejati-jatim.go.id, pada 04 Apr 2024, Berbagi Itu Indah Sebagai Wujud Empaty Kepada Korban Bencana Alam di Pulau Bawean"
378,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)"
379,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)"
